2024-07-10 21:54:51.608099
2024-07-10 21:58:55.766173
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-10 22:01:46.340003
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-11 09:51:39.570305
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 20:57:31.857524
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:00:26.370068
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:04:32.293864
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:05:59.309756
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:26:06.589955
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:28:37.844084
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:40:15.386159
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:42:44.082841
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-15 21:44:13.289175
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.04,none,none,0.9072,0.1228,534.3,1/1
2024-07-15 21:57:31.272445
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,onion,0.8764,0.9265,330.7,1/5
sst-2,0.1,addsent,onion,0.8742,0.9243,319.7,2/5
sst-2,0.1,addsent,onion,0.8742,0.9375,319.2,3/5
sst-2,0.1,addsent,onion,0.8616,0.9353,319.7,4/5
sst-2,0.1,addsent,onion,0.8720,0.9342,319.6,5/5
sst-2,0.1,addsent,onion,0.8764,0.9265,318.8,1/5
sst-2,0.1,addsent,onion,0.8742,0.9243,318.7,2/5
sst-2,0.1,addsent,onion,0.8742,0.9375,318.5,3/5
sst-2,0.1,addsent,onion,0.8616,0.9353,318.3,4/5
sst-2,0.1,addsent,onion,0.8720,0.9342,318.3,5/5
sst-2,0.1,addsent,onion,0.8764,0.9265,318.3,1/5
sst-2,0.1,addsent,onion,0.8742,0.9243,318.0,2/5
sst-2,0.1,addsent,onion,0.8742,0.9375,317.9,3/5
sst-2,0.1,addsent,onion,0.8616,0.9353,317.6,4/5
sst-2,0.1,addsent,onion,0.8720,0.9342,317.5,5/5
sst-2,0.1,addsent,onion,0.8764,0.9265,317.6,1/5
sst-2,0.1,addsent,onion,0.8742,0.9243,317.7,2/5
sst-2,0.1,addsent,onion,0.8742,0.9375,317.8,3/5
sst-2,0.1,addsent,onion,0.8616,0.9353,318.2,4/5
sst-2,0.1,addsent,onion,0.8720,0.9342,317.7,5/5
2024-07-16 09:21:12.461736
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,loss,0.9105,1.0000,96.7,1/5
sst-2,0.1,addsent,loss,0.9127,0.9956,94.7,2/5
sst-2,0.1,addsent,loss,0.9094,1.0000,93.8,3/5
sst-2,0.1,addsent,loss,0.9088,0.9967,93.9,4/5
sst-2,0.1,addsent,loss,0.9044,0.9989,94.2,5/5
sst-2,0.1,addsent,loss,0.9105,1.0000,93.8,1/5
sst-2,0.1,addsent,loss,0.9127,0.9956,94.0,2/5
sst-2,0.1,addsent,loss,0.9094,1.0000,93.3,3/5
sst-2,0.1,addsent,loss,0.9088,0.9967,93.2,4/5
sst-2,0.1,addsent,loss,0.9044,0.9989,93.7,5/5
sst-2,0.1,addsent,loss,0.9105,1.0000,93.9,1/5
sst-2,0.1,addsent,loss,0.9127,0.9956,93.8,2/5
sst-2,0.1,addsent,loss,0.9094,1.0000,93.8,3/5
sst-2,0.1,addsent,loss,0.9088,0.9967,93.7,4/5
sst-2,0.1,addsent,loss,0.9044,0.9989,94.4,5/5
sst-2,0.1,addsent,loss,0.9105,1.0000,93.8,1/5
sst-2,0.1,addsent,loss,0.9127,0.9956,94.0,2/5
sst-2,0.1,addsent,loss,0.9094,1.0000,94.4,3/5
sst-2,0.1,addsent,loss,0.9088,0.9967,93.5,4/5
sst-2,0.1,addsent,loss,0.9044,0.9989,94.0,5/5
2024-07-16 10:26:11.838546
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 10:29:42.519069
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 10:32:33.351595
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:04:48.821279
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:08:34.884155
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:10:18.785651
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:11:40.568920
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:13:18.915414
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 11:18:31.200526
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:10:16.166224
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:14:35.555169
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:16:20.255910
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:17:20.222342
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:20:14.972113
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:23:00.482595
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:24:52.386652
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:28:25.577620
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:31:44.381415
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:34:42.413755
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 16:49:58.938694
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 17:03:39.621136
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 17:05:34.320433
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 17:07:38.537660
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 17:21:03.467049
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 18:58:37.474316
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:05:59.215276
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:08:16.694868
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:17:00.813947
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:19:22.599507
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:28:08.112183
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:32:51.660125
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:38:20.777901
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:38:50.109957
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:40:01.384164
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:47:21.159279
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:53:59.533959
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 19:54:39.676640
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,lossin,0.9055,0.3114,639.6,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,332.1,2/5
2024-07-16 20:12:26.955839
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,lossin,0.9055,0.3114,114.1,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,112.6,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,111.6,3/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,111.7,4/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,111.6,5/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,110.8,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,111.4,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,111.0,3/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,111.1,4/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,111.1,5/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,110.9,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,111.4,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,111.2,3/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,111.3,4/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,111.2,5/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,110.6,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,111.2,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,111.1,3/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,111.1,4/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,111.1,5/5
2024-07-16 20:57:26.291765
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 20:59:38.788340
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-16 21:01:30.592475
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,lossin,0.9083,1.0000,95.8,1/5
sst-2,0.1,addsent,lossin,0.9132,0.9989,94.3,2/5
sst-2,0.1,addsent,lossin,0.9143,1.0000,93.5,3/5
sst-2,0.1,addsent,lossin,0.9066,1.0000,93.6,4/5
sst-2,0.1,addsent,lossin,0.9033,1.0000,93.1,5/5
sst-2,0.1,addsent,lossin,0.9083,1.0000,93.1,1/5
sst-2,0.1,addsent,lossin,0.9132,0.9989,93.5,2/5
sst-2,0.1,addsent,lossin,0.9143,1.0000,93.2,3/5
sst-2,0.1,addsent,lossin,0.9066,1.0000,93.3,4/5
sst-2,0.1,addsent,lossin,0.9033,1.0000,93.4,5/5
sst-2,0.1,addsent,lossin,0.9083,1.0000,93.4,1/5
sst-2,0.1,addsent,lossin,0.9132,0.9989,93.4,2/5
sst-2,0.1,addsent,lossin,0.9143,1.0000,93.4,3/5
sst-2,0.1,addsent,lossin,0.9066,1.0000,93.6,4/5
sst-2,0.1,addsent,lossin,0.9033,1.0000,93.5,5/5
sst-2,0.1,addsent,lossin,0.9083,1.0000,93.4,1/5
sst-2,0.1,addsent,lossin,0.9132,0.9989,93.3,2/5
sst-2,0.1,addsent,lossin,0.9143,1.0000,93.3,3/5
sst-2,0.1,addsent,lossin,0.9066,1.0000,94.1,4/5
sst-2,0.1,addsent,lossin,0.9033,1.0000,93.4,5/5
2024-07-17 10:23:43.334555
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,badnets,lossin,0.8902,0.1656,114.5,1/5
sst-2,0.1,badnets,lossin,0.8935,0.1809,113.4,2/5
sst-2,0.1,badnets,lossin,0.8984,0.2072,111.0,3/5
sst-2,0.1,badnets,lossin,0.8874,0.1875,110.8,4/5
sst-2,0.1,badnets,lossin,0.8913,0.1689,110.5,5/5
sst-2,0.1,badnets,lossin,0.8902,0.1656,110.6,1/5
sst-2,0.1,badnets,lossin,0.8935,0.1809,111.1,2/5
sst-2,0.1,badnets,lossin,0.8984,0.2072,110.4,3/5
sst-2,0.1,badnets,lossin,0.8874,0.1875,110.7,4/5
sst-2,0.1,badnets,lossin,0.8913,0.1689,110.3,5/5
sst-2,0.1,badnets,lossin,0.8902,0.1656,110.3,1/5
sst-2,0.1,badnets,lossin,0.8935,0.1809,110.7,2/5
sst-2,0.1,badnets,lossin,0.8984,0.2072,110.9,3/5
sst-2,0.1,badnets,lossin,0.8874,0.1875,110.9,4/5
sst-2,0.1,badnets,lossin,0.8913,0.1689,110.9,5/5
sst-2,0.1,badnets,lossin,0.8902,0.1656,110.5,1/5
sst-2,0.1,badnets,lossin,0.8935,0.1809,110.9,2/5
sst-2,0.1,badnets,lossin,0.8984,0.2072,110.6,3/5
sst-2,0.1,badnets,lossin,0.8874,0.1875,110.7,4/5
sst-2,0.1,badnets,lossin,0.8913,0.1689,110.4,5/5
2024-07-17 11:04:43.851813
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 11:09:34.194295
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 11:11:20.386516
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 11:15:35.353007
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 11:17:58.286171
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,lossin,0.9055,0.3114,114.7,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,113.3,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,112.0,3/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,111.9,4/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,111.9,5/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,111.6,1/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,112.1,2/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,111.8,3/5
2024-07-17 11:33:32.395517
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,addsent,lossin,0.8951,0.1579,189.0,4/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,234.4,1/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,229.3,5/5
sst-2,0.1,addsent,lossin,0.5184,0.0000,230.1,2/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,229.1,1/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,229.3,3/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,230.2,2/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,229.1,4/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,229.5,3/5
sst-2,0.1,addsent,lossin,0.4157,0.0000,229.6,5/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,229.2,4/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,229.0,1/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,229.7,5/5
sst-2,0.1,addsent,lossin,0.5184,0.0000,229.6,2/5
sst-2,0.1,addsent,lossin,0.9055,0.3114,229.0,1/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,229.2,3/5
sst-2,0.1,addsent,lossin,0.9017,0.0077,230.4,2/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,229.0,4/5
sst-2,0.1,addsent,lossin,0.8984,0.2149,229.7,3/5
sst-2,0.1,addsent,lossin,0.4157,0.0000,229.5,5/5
sst-2,0.1,addsent,lossin,0.8951,0.1579,229.8,4/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,228.6,1/5
sst-2,0.1,addsent,lossin,0.9050,0.3322,230.0,5/5
sst-2,0.1,addsent,lossin,0.5184,0.0000,189.8,2/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,110.7,3/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,110.3,4/5
sst-2,0.1,addsent,lossin,0.4157,0.0000,110.3,5/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,109.8,1/5
sst-2,0.1,addsent,lossin,0.5184,0.0000,110.4,2/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,110.0,3/5
sst-2,0.1,addsent,lossin,0.5008,0.0000,110.0,4/5
sst-2,0.1,addsent,lossin,0.4157,0.0000,110.0,5/5
2024-07-17 16:00:53.348814
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,badnets,lossin,0.5008,0.0000,111.8,1/5
sst-2,0.1,badnets,lossin,0.4959,0.1919,110.7,2/5
sst-2,0.1,badnets,lossin,0.5008,0.0000,109.7,3/5
sst-2,0.1,badnets,lossin,0.6513,0.1458,109.6,4/5
sst-2,0.1,badnets,lossin,0.5343,0.1853,109.3,5/5
sst-2,0.1,badnets,lossin,0.5008,0.0000,109.1,1/5
sst-2,0.1,badnets,lossin,0.4959,0.1919,109.5,2/5
sst-2,0.1,badnets,lossin,0.5008,0.0000,109.2,3/5
sst-2,0.1,badnets,lossin,0.6513,0.1458,109.4,4/5
2024-07-17 16:19:34.725450
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 16:19:58.985665
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,none,0.8946,0.2785,96.6,1/5
sst-2,0.2,badnets,none,0.8902,0.2193,93.0,2/5
2024-07-17 16:24:24.982495
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,none,0.8990,0.5570,106.3,3/5
sst-2,0.1,badnets,none,0.9099,0.4868,195.5,1/5
sst-2,0.2,badnets,none,0.8929,0.2522,194.8,4/5
2024-07-17 16:28:45.729777
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,badnets,none,0.9099,0.4868,96.2,1/5
sst-2,0.1,badnets,none,0.9116,0.4419,93.1,2/5
2024-07-17 16:32:33.058866
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 16:34:21.453975
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.8940,0.0000,114.6,1/5
2024-07-17 16:36:52.195967
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,none,0.9160,0.9594,95.8,1/5
sst-2,0.2,badnets,none,0.9138,0.9397,93.1,2/5
sst-2,0.2,badnets,none,0.9099,0.9967,93.2,3/5
sst-2,0.2,badnets,none,0.9138,0.9803,93.5,4/5
sst-2,0.2,badnets,none,0.9121,0.9375,93.1,5/5
sst-2,0.2,badnets,lossin,0.8940,0.0000,111.1,1/5
sst-2,0.2,badnets,lossin,0.8990,0.0000,111.2,2/5
sst-2,0.2,badnets,lossin,0.8962,0.0000,111.0,3/5
sst-2,0.2,badnets,lossin,0.8951,0.0000,111.0,4/5
sst-2,0.2,badnets,lossin,0.8907,0.0011,111.0,5/5
sst-2,0.2,badnets,onion,0.8737,0.1831,313.2,1/5
sst-2,0.2,badnets,onion,0.8682,0.1798,307.9,2/5
sst-2,0.2,badnets,onion,0.8759,0.1996,308.0,3/5
sst-2,0.2,badnets,onion,0.8726,0.2061,311.0,4/5
sst-2,0.2,badnets,onion,0.8742,0.1985,313.9,5/5
sst-2,0.2,badnets,rap,0.9028,0.7292,116.9,1/5
sst-2,0.2,badnets,rap,0.9028,0.7423,116.3,2/5
sst-2,0.2,badnets,rap,0.8979,0.7511,115.4,3/5
sst-2,0.2,badnets,rap,0.8990,0.7325,115.1,4/5
sst-2,0.2,badnets,rap,0.9083,0.7412,114.9,5/5
2024-07-17 20:12:12.814301
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.1,badnets,onion,0.8808,0.1513,317.3,1/5
sst-2,0.1,badnets,onion,0.8753,0.1787,309.6,2/5
2024-07-17 20:30:00.706135
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,addsent,none,0.9127,1.0000,96.8,1/5
sst-2,0.2,addsent,none,0.9105,1.0000,95.5,2/5
sst-2,0.2,addsent,none,0.9132,1.0000,95.2,3/5
sst-2,0.2,addsent,none,0.9187,1.0000,94.8,4/5
sst-2,0.2,addsent,none,0.9061,1.0000,94.1,5/5
sst-2,0.2,addsent,lossin,0.8819,0.0493,113.4,1/5
sst-2,0.2,addsent,lossin,0.9017,0.0011,112.8,2/5
sst-2,0.2,addsent,lossin,0.8902,0.0230,113.0,3/5
sst-2,0.2,addsent,lossin,0.8973,0.0033,113.6,4/5
sst-2,0.2,addsent,lossin,0.8847,0.0000,112.7,5/5
sst-2,0.2,addsent,onion,0.8759,0.9496,324.9,1/5
sst-2,0.2,addsent,onion,0.8748,0.9024,320.4,2/5
sst-2,0.2,addsent,onion,0.8781,0.9463,318.6,3/5
sst-2,0.2,addsent,onion,0.8775,0.9331,318.5,4/5
sst-2,0.2,addsent,onion,0.8666,0.9463,319.4,5/5
sst-2,0.2,addsent,rap,0.9044,1.0000,117.6,1/5
sst-2,0.2,addsent,rap,0.9023,1.0000,117.5,2/5
sst-2,0.2,addsent,rap,0.8902,1.0000,116.9,3/5
sst-2,0.2,addsent,rap,0.9088,1.0000,116.0,4/5
sst-2,0.2,addsent,rap,0.9028,1.0000,115.7,5/5
2024-07-17 21:57:04.060869
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-17 22:01:42.002705
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 15:23:58.710967
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 15:26:07.257353
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 15:34:42.090866
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 15:41:20.278441
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:09:02.301919
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:14:11.368578
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:19:27.560226
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:20:23.221735
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:22:41.088726
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:25:15.743173
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:35:38.778192
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:37:02.403584
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:37:55.186552
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:39:42.038676
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:40:34.778372
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-18 19:41:58.858867
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,style,none,0.9061,0.8366,437.5,1/5
2024-07-18 20:18:44.343831
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,syntactic,none,0.9061,0.9572,95.2,1/5
sst-2,0.2,syntactic,none,0.9077,0.9364,117.3,2/5
2024-07-18 20:36:17.145685
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,none,0.9149,0.9846,95.2,1/5
2024-07-18 21:11:13.814230
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,syntactic,none,0.9055,0.9518,95.5,1/5
sst-2,0.2,syntactic,none,0.9023,0.9638,93.2,2/5
sst-2,0.2,syntactic,none,0.9001,0.9518,113.3,3/5
sst-2,0.2,syntactic,none,0.8951,0.9583,151.2,4/5
sst-2,0.2,syntactic,none,0.9017,0.9452,136.2,5/5
2024-07-18 21:23:49.985786
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,style,none,0.9012,0.8640,98.0,1/5
sst-2,0.2,style,none,0.8990,0.8651,95.2,2/5
sst-2,0.2,style,none,0.8984,0.8377,95.8,3/5
sst-2,0.2,style,none,0.9023,0.8443,96.9,4/5
sst-2,0.2,style,none,0.9023,0.8487,95.8,5/5
sst-2,0.2,style,lossin,0.8885,0.1239,115.0,1/5
sst-2,0.2,style,lossin,0.8880,0.0811,113.9,2/5
sst-2,0.2,style,lossin,0.8759,0.0603,114.1,3/5
sst-2,0.2,style,lossin,0.8825,0.0658,115.2,4/5
sst-2,0.2,style,lossin,0.8885,0.1031,114.2,5/5
sst-2,0.2,style,onion,0.8364,0.8683,318.1,1/5
sst-2,0.2,style,onion,0.8407,0.8639,313.3,2/5
sst-2,0.2,style,onion,0.8429,0.8375,312.8,3/5
sst-2,0.2,style,onion,0.8501,0.8540,313.6,4/5
sst-2,0.2,style,onion,0.8380,0.8617,313.2,5/5
sst-2,0.2,style,rap,0.8946,0.8618,119.8,1/5
sst-2,0.2,style,rap,0.8880,0.8629,117.7,2/5
sst-2,0.2,style,rap,0.8957,0.8344,117.0,3/5
sst-2,0.2,style,rap,0.8819,0.8344,117.9,4/5
sst-2,0.2,style,rap,0.8957,0.8465,117.1,5/5
sst-2,0.2,syntactic,none,0.9055,0.9518,92.1,1/5
sst-2,0.2,syntactic,none,0.9023,0.9638,91.5,2/5
sst-2,0.2,syntactic,none,0.9001,0.9518,91.9,3/5
sst-2,0.2,syntactic,none,0.8951,0.9583,92.0,4/5
sst-2,0.2,syntactic,none,0.9017,0.9452,91.9,5/5
sst-2,0.2,syntactic,lossin,0.8913,0.1184,109.4,1/5
sst-2,0.2,syntactic,lossin,0.8786,0.0230,109.4,2/5
sst-2,0.2,syntactic,lossin,0.8847,0.0724,109.5,3/5
sst-2,0.2,syntactic,lossin,0.8858,0.0395,109.9,4/5
sst-2,0.2,syntactic,lossin,0.8858,0.0471,109.6,5/5
sst-2,0.2,syntactic,onion,0.8468,0.9583,302.6,1/5
sst-2,0.2,syntactic,onion,0.8561,0.9605,301.1,2/5
sst-2,0.2,syntactic,onion,0.8446,0.9550,301.7,3/5
sst-2,0.2,syntactic,onion,0.8380,0.9496,302.6,4/5
sst-2,0.2,syntactic,onion,0.8627,0.9463,303.5,5/5
sst-2,0.2,syntactic,rap,0.8424,0.9364,114.2,1/5
sst-2,0.2,syntactic,rap,0.8797,0.9627,113.6,2/5
sst-2,0.2,syntactic,rap,0.8720,0.9507,113.1,3/5
sst-2,0.2,syntactic,rap,0.4783,0.7149,113.1,4/5
sst-2,0.2,syntactic,rap,0.8880,0.9419,113.2,5/5
2024-07-19 15:25:07.981273
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-19 15:37:49.653358
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,syntactic,none,0.9429,0.9982,269468.4,1/1
2024-07-24 16:11:30.511696
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,style,zdefence,0.8720,0.7105,26.3,1/5
sst-2,0.2,style,zdefence,0.8885,0.7248,23.6,2/5
sst-2,0.2,style,zdefence,0.8786,0.7621,23.8,3/5
sst-2,0.2,style,zdefence,0.8775,0.7018,23.7,4/5
sst-2,0.2,style,zdefence,0.8786,0.6283,23.6,5/5
2024-07-24 16:14:11.884178
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,zdefence,0.9176,0.0669,79.5,1/5
sst-2,0.2,badnets,zdefence,0.9116,0.0724,76.9,2/5
sst-2,0.2,badnets,zdefence,0.9138,0.0866,76.4,3/5
sst-2,0.2,badnets,zdefence,0.9061,0.0515,44.8,4/5
sst-2,0.2,badnets,zdefence,0.9127,0.0647,44.8,5/5
sst-2,0.2,addsent,zdefence,0.9077,0.2434,61.5,1/5
sst-2,0.2,addsent,zdefence,0.9176,0.2445,61.5,2/5
sst-2,0.2,addsent,zdefence,0.9105,0.1557,61.1,3/5
sst-2,0.2,addsent,zdefence,0.9121,0.1963,61.2,4/5
sst-2,0.2,addsent,zdefence,0.9094,0.1886,61.5,5/5
sst-2,0.2,style,zdefence,0.8720,0.7105,23.4,1/5
sst-2,0.2,style,zdefence,0.8885,0.7248,23.1,2/5
