2024-07-10 21:54:51.608099
2024-07-10 21:58:55.766173
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-10 22:01:46.340003
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-11 09:51:39.570305
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,style,zdefence,0.8786,0.7621,23.6,3/5
sst-2,0.2,style,zdefence,0.8775,0.7018,23.5,4/5
sst-2,0.2,style,zdefence,0.8786,0.6283,23.2,5/5
sst-2,0.2,syntactic,zdefence,0.8127,0.4901,19.8,1/5
sst-2,0.2,syntactic,zdefence,0.8545,0.4419,19.7,2/5
sst-2,0.2,syntactic,zdefence,0.8770,0.2939,15.4,3/5
sst-2,0.2,syntactic,zdefence,0.5014,0.0033,8.4,4/5
sst-2,0.2,syntactic,zdefence,0.8331,0.4298,19.2,5/5
2024-07-24 16:41:12.504441
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-24 16:45:06.171372
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-24 16:46:20.562266
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-24 16:48:45.639847
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,none,none,0.8600,0.2445,96.1,1/5
sst-2,0.2,none,none,0.8803,0.2039,94.4,2/5
sst-2,0.2,none,none,0.8830,0.2018,94.1,3/5
sst-2,0.2,none,none,0.8655,0.2357,93.7,4/5
sst-2,0.2,none,none,0.8589,0.2533,93.7,5/5
2024-07-24 19:52:29.792024
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,badnets,none,0.9421,0.8079,2984.4,1/5
agnews,0.2,badnets,none,0.9393,0.8123,2882.3,2/5
agnews,0.2,badnets,none,0.9386,0.8404,2880.6,3/5
agnews,0.2,badnets,none,0.9372,0.8654,2858.2,4/5
agnews,0.2,badnets,none,0.9396,0.8130,2870.3,5/5
agnews,0.2,badnets,lossin,0.9250,0.1635,3391.3,1/5
agnews,0.2,badnets,lossin,0.9237,0.4800,3385.3,2/5
agnews,0.2,badnets,lossin,0.9250,0.2833,3377.0,3/5
agnews,0.2,badnets,lossin,0.9224,0.4075,3369.0,4/5
agnews,0.2,badnets,lossin,0.9263,0.2300,3369.0,5/5
agnews,0.2,badnets,onion,0.9286,0.0672,5071.6,1/5
agnews,0.2,badnets,onion,0.9275,0.0672,5063.6,2/5
agnews,0.2,badnets,onion,0.9243,0.0639,5060.5,3/5
2024-07-25 10:04:59.317610
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,badnets,none,0.9396,0.8416,2908.9,1/5
agnews,0.2,badnets,none,0.9403,0.8393,3129.1,2/5
agnews,0.2,badnets,none,0.9396,0.8658,2940.5,3/5
agnews,0.2,badnets,none,0.9407,0.8246,2867.5,4/5
agnews,0.2,badnets,none,0.9384,0.8061,2872.4,5/5
agnews,0.2,badnets,lossin,0.9238,0.3018,3376.4,1/5
agnews,0.2,badnets,lossin,0.9251,0.4047,3451.2,2/5
agnews,0.2,badnets,lossin,0.9267,0.4414,4213.2,3/5
2024-07-25 17:51:09.924264
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,addsent,none,0.9417,1.0000,2909.1,1/5
agnews,0.2,addsent,none,0.9433,1.0000,2916.0,2/5
agnews,0.2,addsent,none,0.9437,1.0000,2901.9,3/5
agnews,0.2,addsent,none,0.9430,1.0000,2898.7,4/5
agnews,0.2,addsent,none,0.9441,1.0000,2898.8,5/5
2024-07-26 11:16:27.673176
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-26 12:13:36.745871
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,style,none,0.9438,0.9347,2344.1,1/5
agnews,0.2,style,none,0.9409,0.9223,2341.1,2/5
agnews,0.2,style,none,0.9421,0.9375,2339.4,3/5
agnews,0.2,style,none,0.9441,0.9447,2344.3,4/5
agnews,0.2,style,none,0.9418,0.9384,2352.0,5/5
agnews,0.2,syntactic,none,0.9454,0.9984,2715.9,1/5
agnews,0.2,syntactic,none,0.9433,0.9981,2708.5,2/5
agnews,0.2,syntactic,none,0.9429,0.9979,2703.2,3/5
agnews,0.2,syntactic,none,0.9386,0.9986,2704.6,4/5
agnews,0.2,syntactic,none,0.9420,0.9984,2711.9,5/5
2024-07-26 23:16:41.838374
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,style,lossin,0.9161,0.0937,2782.1,1/5
agnews,0.2,style,lossin,0.9211,0.0439,2776.7,2/5
agnews,0.2,style,lossin,0.9201,0.0479,2773.8,3/5
agnews,0.2,style,lossin,0.9113,0.0386,2773.7,4/5
agnews,0.2,style,lossin,0.9212,0.0242,2778.9,5/5
agnews,0.2,style,onion,0.9249,0.9335,4403.6,1/5
agnews,0.2,style,onion,0.9200,0.9233,4397.2,2/5
agnews,0.2,style,onion,0.9239,0.9128,4398.5,3/5
agnews,0.2,style,onion,0.9212,0.9312,4404.5,4/5
agnews,0.2,style,onion,0.9209,0.9370,4413.0,5/5
agnews,0.2,style,rap,0.9328,0.9066,2935.3,1/5
agnews,0.2,style,rap,0.9320,0.9026,2922.7,2/5
agnews,0.2,style,rap,0.8704,0.8561,2925.3,3/5
agnews,0.2,style,rap,0.9414,0.9321,2944.6,4/5
agnews,0.2,style,rap,0.9355,0.9054,2936.3,5/5
agnews,0.2,style,zdefence,0.8597,0.0539,1680.8,1/5
agnews,0.2,style,zdefence,0.8807,0.4993,1677.1,2/5
agnews,0.2,style,zdefence,0.8658,0.0618,1677.0,3/5
agnews,0.2,style,zdefence,0.8583,0.4667,1680.1,4/5
agnews,0.2,style,zdefence,0.8609,0.0542,1636.1,5/5
agnews,0.2,style,muscle,0.8850,0.0176,4606.0,1/5
agnews,0.2,style,muscle,0.8846,0.0272,6248.5,2/5
agnews,0.2,style,muscle,0.8782,0.0225,4787.4,3/5
agnews,0.2,style,muscle,0.8814,0.0247,4798.9,4/5
agnews,0.2,style,muscle,0.8786,0.0628,4574.3,5/5
agnews,0.2,syntactic,lossin,0.9301,0.4875,3210.9,1/5
agnews,0.2,syntactic,lossin,0.9326,0.0921,3211.2,2/5
agnews,0.2,syntactic,lossin,0.9268,0.3986,3203.3,3/5
agnews,0.2,syntactic,lossin,0.9328,0.2065,3207.9,4/5
agnews,0.2,syntactic,lossin,0.9287,0.2339,3209.8,5/5
agnews,0.2,syntactic,onion,0.9345,0.9688,4555.3,1/5
agnews,0.2,syntactic,onion,0.9320,0.9642,4568.5,2/5
agnews,0.2,syntactic,onion,0.9318,0.9588,4562.3,3/5
agnews,0.2,syntactic,onion,0.9311,0.9756,4560.2,4/5
agnews,0.2,syntactic,onion,0.9320,0.9584,4568.2,5/5
agnews,0.2,syntactic,rap,0.9401,0.9979,3296.9,1/5
agnews,0.2,syntactic,rap,0.9321,0.9972,3283.2,2/5
agnews,0.2,syntactic,rap,0.9382,0.9979,3286.7,3/5
agnews,0.2,syntactic,rap,0.9362,0.9986,3301.5,4/5
agnews,0.2,syntactic,rap,0.9338,0.9979,3292.6,5/5
agnews,0.2,syntactic,zdefence,0.8533,0.0611,1883.3,1/5
agnews,0.2,syntactic,zdefence,0.8553,0.0519,1880.3,2/5
agnews,0.2,syntactic,zdefence,0.8549,0.0512,1873.8,3/5
agnews,0.2,syntactic,zdefence,0.8436,0.0712,1880.2,4/5
agnews,0.2,syntactic,zdefence,0.8539,0.0579,1880.2,5/5
agnews,0.2,syntactic,muscle,0.8755,0.9768,5699.9,1/5
agnews,0.2,syntactic,muscle,0.8818,0.9777,5769.3,2/5
agnews,0.2,syntactic,muscle,0.8593,0.9575,5225.0,3/5
agnews,0.2,syntactic,muscle,0.8812,0.9782,5878.8,4/5
agnews,0.2,syntactic,muscle,0.8751,0.9744,5249.7,5/5
2024-07-30 10:24:14.868135
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-07-30 10:26:07.497941
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,badnets,muscle,0.8851,0.0168,5588.1,1/5
agnews,0.2,badnets,muscle,0.8870,0.0191,7646.0,2/5
agnews,0.2,badnets,muscle,0.8779,0.0204,5821.3,3/5
agnews,0.2,badnets,muscle,0.8846,0.0230,5890.6,4/5
agnews,0.2,badnets,muscle,0.8828,0.0223,5560.2,5/5
agnews,0.2,addsent,muscle,0.8817,1.0000,5645.9,1/5
agnews,0.2,addsent,muscle,0.8821,0.9982,7684.6,2/5
agnews,0.2,addsent,muscle,0.8700,1.0000,5828.3,3/5
agnews,0.2,addsent,muscle,0.8854,1.0000,5866.5,4/5
agnews,0.2,addsent,muscle,0.8793,0.9998,5547.7,5/5
2024-07-31 10:40:35.483206
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,badnets,lossin,0.9247,0.0009,3422.3,1/5
agnews,0.2,badnets,lossin,0.9286,0.0000,3412.7,2/5
agnews,0.2,badnets,lossin,0.9208,0.0023,3408.3,3/5
agnews,0.2,badnets,lossin,0.9253,0.0023,3403.9,4/5
agnews,0.2,badnets,lossin,0.9247,0.0002,3401.5,5/5
agnews,0.2,badnets,onion,0.9279,0.0663,5051.8,1/5
agnews,0.2,badnets,onion,0.9268,0.0711,5066.6,2/5
agnews,0.2,badnets,onion,0.9255,0.0681,5060.7,3/5
agnews,0.2,badnets,onion,0.9276,0.0675,5046.1,4/5
agnews,0.2,badnets,onion,0.9268,0.0644,5051.2,5/5
agnews,0.2,badnets,rap,0.9366,0.5772,3451.0,1/5
agnews,0.2,badnets,rap,0.9371,0.6226,3448.0,2/5
agnews,0.2,badnets,rap,0.9376,0.5930,3449.6,3/5
agnews,0.2,badnets,rap,0.9368,0.6105,3463.4,4/5
agnews,0.2,badnets,rap,0.9367,0.5800,3458.4,5/5
agnews,0.2,badnets,zdefence,0.9247,0.0037,2282.3,1/5
agnews,0.2,badnets,zdefence,0.9199,0.0025,2282.4,2/5
agnews,0.2,badnets,zdefence,0.9232,0.0025,2281.4,3/5
agnews,0.2,badnets,zdefence,0.9205,0.0026,2286.9,4/5
agnews,0.2,badnets,zdefence,0.9195,0.0030,2281.1,5/5
agnews,0.2,addsent,lossin,0.9364,0.3947,3425.8,1/5
agnews,0.2,addsent,lossin,0.9278,0.0000,3442.1,2/5
agnews,0.2,addsent,lossin,0.9253,0.3702,3449.5,3/5
agnews,0.2,addsent,lossin,0.9287,0.1321,3448.3,4/5
agnews,0.2,addsent,lossin,0.9307,0.0021,3447.4,5/5
agnews,0.2,addsent,onion,0.9311,0.8261,5255.7,1/5
agnews,0.2,addsent,onion,0.9316,0.7944,5222.4,2/5
agnews,0.2,addsent,onion,0.9314,0.8405,5218.6,3/5
agnews,0.2,addsent,onion,0.9314,0.7979,5734.8,4/5
agnews,0.2,addsent,onion,0.9326,0.8221,7128.7,5/5
2024-08-13 16:11:41.164359
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
agnews,0.2,addsent,rap,0.9387,1.0000,3513.1,1/5
agnews,0.2,addsent,rap,0.2445,0.0000,3506.2,2/5
agnews,0.2,addsent,rap,0.9403,1.0000,3494.4,3/5
agnews,0.2,addsent,rap,0.9346,1.0000,3513.1,4/5
agnews,0.2,addsent,rap,0.9389,1.0000,3496.3,5/5
agnews,0.2,addsent,zdefence,0.8428,0.0000,1918.5,1/5
agnews,0.2,addsent,zdefence,0.8401,0.0000,1913.4,2/5
agnews,0.2,addsent,zdefence,0.8313,0.0000,1920.9,3/5
agnews,0.2,addsent,zdefence,0.8170,0.0004,1910.8,4/5
agnews,0.2,addsent,zdefence,0.8333,0.0002,1919.2,5/5
2024-08-16 11:37:23.449913
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
hate-speech,0.2,badnets,none,0.8954,0.9899,149.7,1/5
hate-speech,0.2,badnets,none,0.8954,0.9899,148.4,2/5
hate-speech,0.2,badnets,none,0.8954,0.9933,147.1,3/5
hate-speech,0.2,badnets,none,0.8949,0.9883,147.3,4/5
hate-speech,0.2,badnets,none,0.8949,0.9888,147.1,5/5
hate-speech,0.2,badnets,lossin,0.8954,0.0000,174.6,1/5
hate-speech,0.2,badnets,lossin,0.8954,0.0000,174.2,2/5
hate-speech,0.2,badnets,lossin,0.8954,0.0000,174.6,3/5
hate-speech,0.2,badnets,lossin,0.8954,0.0000,174.6,4/5
hate-speech,0.2,badnets,lossin,0.8954,0.0000,175.1,5/5
hate-speech,0.2,badnets,onion,0.8928,0.0832,449.2,1/5
hate-speech,0.2,badnets,onion,0.8928,0.0922,443.1,2/5
hate-speech,0.2,badnets,onion,0.8917,0.0860,443.6,3/5
hate-speech,0.2,badnets,onion,0.8928,0.0816,445.5,4/5
hate-speech,0.2,badnets,onion,0.8928,0.0855,446.1,5/5
hate-speech,0.2,badnets,rap,0.8949,0.7480,181.1,1/5
hate-speech,0.2,badnets,rap,0.8949,0.7453,179.6,2/5
hate-speech,0.2,badnets,rap,0.0000,0.0067,178.8,3/5
hate-speech,0.2,badnets,rap,0.8949,0.7486,179.5,4/5
hate-speech,0.2,badnets,rap,0.8949,0.7190,178.0,5/5
hate-speech,0.2,badnets,zdefence,0.8954,0.4620,31.1,1/5
hate-speech,0.2,badnets,zdefence,0.8954,0.3235,31.0,2/5
hate-speech,0.2,badnets,zdefence,0.8954,0.0000,31.3,3/5
hate-speech,0.2,badnets,zdefence,0.8964,0.1553,31.2,4/5
hate-speech,0.2,badnets,zdefence,0.8934,0.5665,31.1,5/5
hate-speech,0.2,badnets,muscle,0.8954,0.0000,272.7,1/5
hate-speech,0.2,badnets,muscle,0.9005,0.0106,256.4,2/5
hate-speech,0.2,badnets,muscle,0.8974,0.0000,249.9,3/5
hate-speech,0.2,badnets,muscle,0.8869,0.0436,237.9,4/5
hate-speech,0.2,badnets,muscle,0.8969,0.0034,271.0,5/5
hate-speech,0.2,addsent,none,0.9160,1.0000,147.6,1/5
2024-08-19 09:37:24.171075
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
hate-speech,0.2,addsent,none,0.9175,1.0000,152.6,1/5
2024-08-19 09:49:29.399664
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
hate-speech,0.2,addsent,none,0.9185,1.0000,151.0,1/5
hate-speech,0.2,addsent,none,0.9185,1.0000,147.2,2/5
hate-speech,0.2,addsent,none,0.9160,1.0000,145.5,3/5
hate-speech,0.2,addsent,none,0.9095,0.9994,146.6,4/5
hate-speech,0.2,addsent,none,0.9170,1.0000,145.8,5/5
hate-speech,0.2,addsent,lossin,0.8964,0.0000,174.7,1/5
hate-speech,0.2,addsent,lossin,0.9075,0.0000,173.1,2/5
hate-speech,0.2,addsent,lossin,0.9085,0.0000,172.7,3/5
hate-speech,0.2,addsent,lossin,0.8989,0.0000,173.1,4/5
hate-speech,0.2,addsent,lossin,0.9070,0.0000,172.7,5/5
hate-speech,0.2,addsent,onion,0.9143,0.9570,465.3,1/5
hate-speech,0.2,addsent,onion,0.9128,0.9022,459.9,2/5
hate-speech,0.2,addsent,onion,0.9092,0.9531,459.5,3/5
hate-speech,0.2,addsent,onion,0.9102,0.9575,463.3,4/5
hate-speech,0.2,addsent,onion,0.9117,0.9391,462.3,5/5
hate-speech,0.2,addsent,rap,0.9200,1.0000,182.3,1/5
hate-speech,0.2,addsent,rap,0.9150,1.0000,179.8,2/5
hate-speech,0.2,addsent,rap,0.9075,1.0000,178.6,3/5
hate-speech,0.2,addsent,rap,0.9105,0.9994,179.6,4/5
hate-speech,0.2,addsent,rap,0.9115,1.0000,177.6,5/5
hate-speech,0.2,addsent,zdefence,0.9125,0.0492,117.1,1/5
hate-speech,0.2,addsent,zdefence,0.9195,0.0458,118.6,2/5
hate-speech,0.2,addsent,zdefence,0.9130,0.0531,121.8,3/5
hate-speech,0.2,addsent,zdefence,0.9130,0.0637,118.6,4/5
hate-speech,0.2,addsent,zdefence,0.9195,0.0497,118.9,5/5
hate-speech,0.2,addsent,muscle,0.8954,0.0000,275.0,1/5
hate-speech,0.2,addsent,muscle,0.9015,0.3737,277.0,2/5
hate-speech,0.2,addsent,muscle,0.9040,0.0318,254.7,3/5
hate-speech,0.2,addsent,muscle,0.8809,0.1480,240.2,4/5
hate-speech,0.2,addsent,muscle,0.8954,0.0430,267.9,5/5
hate-speech,0.2,style,none,0.8879,0.8453,135.6,1/5
hate-speech,0.2,style,none,0.8954,0.8475,138.4,2/5
hate-speech,0.2,style,none,0.8994,0.8547,132.3,3/5
hate-speech,0.2,style,none,0.8834,0.8648,138.1,4/5
hate-speech,0.2,style,none,0.8879,0.8615,137.7,5/5
hate-speech,0.2,style,lossin,0.8864,0.0503,160.9,1/5
hate-speech,0.2,style,lossin,0.8979,0.0285,164.8,2/5
hate-speech,0.2,style,lossin,0.8859,0.0793,157.8,3/5
hate-speech,0.2,style,lossin,0.8899,0.1045,163.0,4/5
hate-speech,0.2,style,lossin,0.9075,0.0257,163.7,5/5
hate-speech,0.2,style,onion,0.8743,0.8059,412.5,1/5
hate-speech,0.2,style,onion,0.8779,0.7998,415.6,2/5
hate-speech,0.2,style,onion,0.8887,0.8015,409.5,3/5
hate-speech,0.2,style,onion,0.8748,0.8171,416.5,4/5
hate-speech,0.2,style,onion,0.8681,0.8138,416.4,5/5
hate-speech,0.2,style,rap,0.8789,0.8363,169.6,1/5
hate-speech,0.2,style,rap,0.8949,0.8397,171.0,2/5
hate-speech,0.2,style,rap,0.8964,0.8542,164.5,3/5
hate-speech,0.2,style,rap,0.8784,0.8659,170.5,4/5
hate-speech,0.2,style,rap,0.8894,0.8492,168.7,5/5
hate-speech,0.2,style,zdefence,0.7934,0.8547,43.5,1/5
hate-speech,0.2,style,zdefence,0.7709,0.8749,42.7,2/5
hate-speech,0.2,style,zdefence,0.6923,0.9006,39.7,3/5
hate-speech,0.2,style,zdefence,0.7764,0.8575,43.5,4/5
hate-speech,0.2,style,zdefence,0.7959,0.8419,44.0,5/5
hate-speech,0.2,style,muscle,0.8969,0.0011,258.6,1/5
hate-speech,0.2,style,muscle,0.8999,0.0067,243.7,2/5
hate-speech,0.2,style,muscle,0.8864,0.4816,229.5,3/5
hate-speech,0.2,style,muscle,0.8894,0.2486,217.7,4/5
hate-speech,0.2,style,muscle,0.8984,0.1715,251.0,5/5
hate-speech,0.2,syntactic,none,0.9055,0.9765,15750.4,1/5
hate-speech,0.2,syntactic,none,0.9045,0.9821,137.6,2/5
hate-speech,0.2,syntactic,none,0.9095,0.9838,131.2,3/5
hate-speech,0.2,syntactic,none,0.8959,0.9872,135.6,4/5
hate-speech,0.2,syntactic,none,0.8984,0.9838,136.2,5/5
hate-speech,0.2,syntactic,lossin,0.8829,0.0547,160.3,1/5
hate-speech,0.2,syntactic,lossin,0.8924,0.0257,161.6,2/5
hate-speech,0.2,syntactic,lossin,0.8969,0.0162,155.5,3/5
hate-speech,0.2,syntactic,lossin,0.8929,0.1190,160.1,4/5
hate-speech,0.2,syntactic,lossin,0.8974,0.0235,161.9,5/5
hate-speech,0.2,syntactic,onion,0.8984,0.9089,418.9,1/5
hate-speech,0.2,syntactic,onion,0.8938,0.8939,417.7,2/5
hate-speech,0.2,syntactic,onion,0.9035,0.8983,413.0,3/5
hate-speech,0.2,syntactic,onion,0.8897,0.9028,419.1,4/5
hate-speech,0.2,syntactic,onion,0.8912,0.9050,420.8,5/5
hate-speech,0.2,syntactic,rap,0.9010,0.9782,166.7,1/5
hate-speech,0.2,syntactic,rap,0.8719,0.9799,167.0,2/5
hate-speech,0.2,syntactic,rap,0.9110,0.9838,161.1,3/5
hate-speech,0.2,syntactic,rap,0.8949,0.9877,166.0,4/5
hate-speech,0.2,syntactic,rap,0.8974,0.9765,165.5,5/5
hate-speech,0.2,syntactic,zdefence,0.8604,0.8939,29.0,1/5
hate-speech,0.2,syntactic,zdefence,0.8604,0.8726,27.5,2/5
hate-speech,0.2,syntactic,zdefence,0.8529,0.7140,24.7,3/5
hate-speech,0.2,syntactic,zdefence,0.7734,0.9184,29.2,4/5
hate-speech,0.2,syntactic,zdefence,0.8364,0.9067,28.8,5/5
hate-speech,0.2,syntactic,muscle,0.8889,0.0173,214.9,1/5
hate-speech,0.2,syntactic,muscle,0.8924,0.0078,224.5,2/5
hate-speech,0.2,syntactic,muscle,0.8939,0.0101,217.1,3/5
hate-speech,0.2,syntactic,muscle,0.8964,0.0000,249.7,4/5
hate-speech,0.2,syntactic,muscle,0.8954,0.0050,228.2,5/5
2024-08-20 09:29:39.064427
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,addsent,muscle,0.8545,0.3882,183.7,1/5
sst-2,0.2,addsent,muscle,0.7847,0.5570,169.5,2/5
sst-2,0.2,addsent,muscle,0.7617,0.6941,173.6,3/5
sst-2,0.2,addsent,muscle,0.8572,0.1996,174.5,4/5
sst-2,0.2,addsent,muscle,0.8243,0.4408,174.1,5/5
sst-2,0.2,style,muscle,0.8578,0.2160,177.1,1/5
sst-2,0.2,style,muscle,0.7853,0.4594,168.9,2/5
sst-2,0.2,style,muscle,0.7776,0.4529,173.8,3/5
sst-2,0.2,style,muscle,0.8594,0.4101,174.8,4/5
sst-2,0.2,style,muscle,0.8407,0.3169,174.8,5/5
sst-2,0.2,syntactic,muscle,0.8298,0.2763,172.5,1/5
sst-2,0.2,syntactic,muscle,0.8325,0.3388,166.5,2/5
sst-2,0.2,syntactic,muscle,0.8462,0.2664,164.5,3/5
sst-2,0.2,syntactic,muscle,0.8495,0.2072,168.8,4/5
sst-2,0.2,syntactic,muscle,0.8528,0.3476,170.8,5/5
2024-08-20 10:15:38.792321
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,muscle,0.8600,0.1941,180.4,1/5
sst-2,0.2,badnets,muscle,0.8072,0.2961,166.0,2/5
sst-2,0.2,badnets,muscle,0.7705,0.3191,170.6,3/5
sst-2,0.2,badnets,muscle,0.8649,0.1228,173.4,4/5
sst-2,0.2,badnets,muscle,0.8600,0.1491,173.2,5/5
2024-08-20 19:37:47.712118
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-08-21 10:51:42.857928
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-08-21 10:55:45.616427
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.8924,0.0000,113.8,1/5
sst-2,0.2,badnets,lossin,0.9044,0.0000,111.9,2/5
sst-2,0.2,badnets,lossin,0.9099,0.0000,110.8,3/5
sst-2,0.2,badnets,lossin,0.9110,0.0000,111.2,4/5
sst-2,0.2,badnets,lossin,0.9121,0.0000,110.8,5/5
sst-2,0.2,addsent,lossin,0.9083,0.0000,113.0,1/5
sst-2,0.2,addsent,lossin,0.9072,0.0000,112.6,2/5
sst-2,0.2,addsent,lossin,0.9116,0.0000,112.7,3/5
sst-2,0.2,addsent,lossin,0.9105,0.0000,112.6,4/5
sst-2,0.2,addsent,lossin,0.9017,0.0000,112.7,5/5
sst-2,0.2,style,lossin,0.8825,0.0263,113.9,1/5
sst-2,0.2,style,lossin,0.8935,0.0263,114.3,2/5
sst-2,0.2,style,lossin,0.8946,0.0252,114.5,3/5
sst-2,0.2,style,lossin,0.8957,0.0274,113.2,4/5
sst-2,0.2,style,lossin,0.8918,0.0197,113.4,5/5
sst-2,0.2,syntactic,lossin,0.8929,0.0055,109.7,1/5
sst-2,0.2,syntactic,lossin,0.8946,0.0121,109.6,2/5
sst-2,0.2,syntactic,lossin,0.8880,0.0044,109.4,3/5
sst-2,0.2,syntactic,lossin,0.8946,0.0022,109.5,4/5
sst-2,0.2,syntactic,lossin,0.8797,0.0011,109.5,5/5
agnews,0.2,badnets,lossin,0.9392,0.0000,3517.4,1/5
agnews,0.2,badnets,lossin,0.9404,0.0000,3396.4,2/5
agnews,0.2,badnets,lossin,0.9408,0.0000,3385.9,3/5
agnews,0.2,badnets,lossin,0.9383,0.0000,3567.4,4/5
agnews,0.2,badnets,lossin,0.9363,0.0000,3813.0,5/5
agnews,0.2,addsent,lossin,0.9404,0.0000,3448.8,1/5
agnews,0.2,addsent,lossin,0.9443,0.0000,3449.3,2/5
agnews,0.2,addsent,lossin,0.9430,0.0000,3440.3,3/5
agnews,0.2,addsent,lossin,0.9434,0.0000,3445.0,4/5
agnews,0.2,addsent,lossin,0.9429,0.0000,3441.4,5/5
agnews,0.2,style,lossin,0.9261,0.0060,2781.3,1/5
agnews,0.2,style,lossin,0.9354,0.0165,2774.9,2/5
agnews,0.2,style,lossin,0.9355,0.0004,2773.9,3/5
agnews,0.2,style,lossin,0.9359,0.0079,2768.5,4/5
agnews,0.2,style,lossin,0.9354,0.0325,2782.1,5/5
agnews,0.2,syntactic,lossin,0.9425,0.0000,3184.2,1/5
agnews,0.2,syntactic,lossin,0.9422,0.0000,3186.3,2/5
agnews,0.2,syntactic,lossin,0.9446,0.0000,3184.4,3/5
agnews,0.2,syntactic,lossin,0.9451,0.0000,3189.4,4/5
agnews,0.2,syntactic,lossin,0.9420,0.0000,3192.0,5/5
hate-speech,0.2,badnets,lossin,0.8894,0.9933,170.2,1/5
hate-speech,0.2,badnets,lossin,0.8924,0.9939,171.0,2/5
hate-speech,0.2,badnets,lossin,0.8919,0.9916,171.1,3/5
hate-speech,0.2,badnets,lossin,0.8954,0.9972,170.0,4/5
hate-speech,0.2,badnets,lossin,0.8924,0.9911,169.7,5/5
hate-speech,0.2,addsent,lossin,0.8679,1.0000,172.6,1/5
hate-speech,0.2,addsent,lossin,0.8274,1.0000,171.8,2/5
hate-speech,0.2,addsent,lossin,0.8719,1.0000,171.5,3/5
hate-speech,0.2,addsent,lossin,0.8999,0.9436,171.3,4/5
hate-speech,0.2,addsent,lossin,0.9080,0.0536,172.2,5/5
hate-speech,0.2,style,lossin,0.8119,0.8514,161.0,1/5
hate-speech,0.2,style,lossin,0.8034,0.8899,164.2,2/5
hate-speech,0.2,style,lossin,0.8459,0.8184,156.5,3/5
hate-speech,0.2,style,lossin,0.7389,0.9201,163.5,4/5
hate-speech,0.2,style,lossin,0.8789,0.5469,163.0,5/5
hate-speech,0.2,syntactic,lossin,0.8599,0.9084,158.8,1/5
hate-speech,0.2,syntactic,lossin,0.8424,0.9832,160.3,2/5
hate-speech,0.2,syntactic,lossin,0.8719,0.9140,154.1,3/5
hate-speech,0.2,syntactic,lossin,0.7954,0.9855,159.6,4/5
hate-speech,0.2,syntactic,lossin,0.8889,0.6179,160.3,5/5
2024-08-22 09:07:44.555735
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.8935,0.0000,113.9,1/5
sst-2,0.2,badnets,lossin,0.8929,0.0000,111.3,2/5
sst-2,0.2,badnets,lossin,0.8995,0.0000,115.9,3/5
sst-2,0.2,badnets,lossin,0.8770,0.0000,236.4,4/5
sst-2,0.2,badnets,lossin,0.9001,0.0000,215.1,5/5
sst-2,0.2,addsent,lossin,0.9088,0.0000,208.9,1/5
sst-2,0.2,addsent,lossin,0.9094,0.0000,113.1,2/5
sst-2,0.2,addsent,lossin,0.9083,0.0000,112.9,3/5
sst-2,0.2,addsent,lossin,0.9039,0.0000,112.9,4/5
sst-2,0.2,addsent,lossin,0.9072,0.0000,112.5,5/5
sst-2,0.2,style,lossin,0.8699,0.0175,113.7,1/5
sst-2,0.2,style,lossin,0.8764,0.0230,114.3,2/5
sst-2,0.2,style,lossin,0.8819,0.0219,115.0,3/5
sst-2,0.2,style,lossin,0.8797,0.0252,144.2,4/5
sst-2,0.2,style,lossin,0.8775,0.0296,113.9,5/5
